Work Item Type,ID,Title,Assigned To,State,Area Path,Tags,Comment Count,Description
"Task","596","5. Scan - Azure dedicated SQL Pool (formerly SQL DW)",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-synapse-analytics?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","593","2. Understand firewall concept when scanning",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">This step requires some exploration of how the organization configures its firewall and how Purview can authenticate itself to access the data sources for scanning.</span><br> </div>"
"Task","591","Identify all data sources",,"New","Unified Data Governance",,"0","Identify all data sources"
"Task","590","1. Assess region availability for scan",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Depending on the region of the data sources and organizational requirements on compliance and security, you may want to consider what regions must be available for scanning.</span><br> </div>"
"Task","589","3. Define team roles, permissions, responsibilities",,"New","Unified Data Governance",,"0","<div>Please review roles in this <a href=""https://docs.microsoft.com/en-us/azure/purview/deployment-best-practices#include-the-right-stakeholders?wt.mc_id=caf-ado_datagov_content_1"">guidance</a> </div><div><br> </div><div>The Cloud Adoption Framework references functions needed:&nbsp; </div><div><a href=""https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/organize/cloud-data"">https://docs.microsoft.com/en-us/azure/cloud-adoption-framework/organize/cloud-data</a><br> </div>"
"Task","587","4. Scan AWS Sources",,"New","Unified Data Governance",,"0","Scan AWS Sources"
"Task","586","6. Onboard addition users using Purview managed users",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Purview Admin to work with the Azure Active Directory Admin to establish new Security Groups to grant access to Purview.</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/catalog-permissions?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>.</span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;""><br></span> </div>"
"Task","583","3. Review your industry/domain specific glossary terms (Taxonomy)",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">A glossary provides vocabulary for business users. &nbsp;It consists of business terms that can be related to each other and allows them to be categorized so that they can be understood in different contexts. These terms can be then mapped to assets like a database, tables, columns etc. This helps in abstracting the technical jargon associated with the data repositories and allows the business user to discover and work with data in the vocabulary that is more familiar to them.</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/concept-business-glossary?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>.</span> </div><div><br> </div>"
"Task","582","2. Scan a data source",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Add the data source and set up a scan. Ensure the scan successfully detects all assets.</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Please refer to this <a href=""https://docs.microsoft.com/en-us/azure/purview/tutorial-data-sources-readiness?wt.mc_id=caf-ado_datagov_content_1"">guidance </a>and one <a href=""https://docs.microsoft.com/en-us/azure/purview/tutorial-msi-configuration?wt.mc_id=caf-ado_datagov_content_1"">more</a></span> </div><div><br> </div>"
"Task","581","2. Configure data share for lineage",,"New","Unified Data Governance",,"0","<div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/purview/how-to-link-azure-data-share?wt.mc_id=caf-ado_datagov_content_1"">guidance</a> </div>"
"Task","580","1. Configure Azure Data Factory (ADF) for lineage",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Identify key pipelines and data assets. Gather all information required to connect to an internal ADF account.</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Please refer to below guidance</span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;""><br></span> </div><div><font color=""#171717"" face=""Segoe UI, SegoeUI, Helvetica Neue, Helvetica, Arial, sans-serif"">Connect a data factory to <a href=""https://docs.microsoft.com/en-us/azure/data-factory/connect-data-factory-to-azure-purview?wt.mc_id=caf-ado_datagov_content_1"">Purview&nbsp;</a></font> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;""><a href=""https://docs.microsoft.com/en-us/azure/data-factory/how-to-discover-explore-purview-data?wt.mc_id=caf-ado_datagov_content_1"">Discover and Explore</a> data in data factory</span> </div><div>Push <a href=""https://docs.microsoft.com/en-us/azure/data-factory/turorial-push-lineage-to-purview?wt.mc_id=caf-ado_datagov_content_1"">Data Factory Lineage data </a>to Azure Preview </div><div><br> </div>"
"Task","579","1. Create Purview Account and Set up the starter kit",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">Go through<span>&nbsp;</span></span><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;""><a href=""https://docs.microsoft.com/en-us/azure/purview/create-catalog-portal?wt.mc_id=caf-ado_datagov_content_1"">Quick Start&nbsp;</a>&nbsp;and set up the&nbsp;<a href=""https://docs.microsoft.com/en-us/azure/purview/tutorial-scan-data?wt.mc_id=caf-ado_datagov_content_1"">Starter Kit</a>&nbsp;</span><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;text-align:left;display:inline !important;"">to demo Purview to all stakeholders.</span><br> </div>"
"Task","578","2. Create custom classifications and rules",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">The Azure Purview Data Catalog provides a large set of default classifications that represent typical personal data types that you might have in your data estate.&nbsp;</span><br> </div><div><span style=""font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;color:rgb(23, 23, 23);font-size:16px;""><br></span> </div><div><span style=""font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;color:rgb(23, 23, 23);font-size:16px;"">Classifications are annotations that can be assigned to entities. The flexibility of classifications enables you to use them for multiple scenarios such as:</span><br> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><ul style=""margin:16px 0px 16px 38px;list-style:none;""><li style=""margin:0px;list-style:outside none disc;"">understanding the nature of data stored in the data assets </li><li style=""margin:0px;list-style:outside none disc;"">defining access control policies </li> </ul><p style=""margin:1rem 0px 0px;"">Purview has more than 100 system classifiers today and you can define your own classifiers in catalog. As part of the scanning process, we automatically detect these classifications and apply them to data assets and schemas. However, you can override them at any point of time. The human overrides are never replaced by automated scans. </p></span> </div><div><br> </div><div><br> </div><div>Please refer to this <a href=""https://docs.microsoft.com/en-us/azure/purview/create-a-custom-classification-and-classification-rule?wt.mc_id=caf-ado_datagov_content_1"">guidance</a> </div>"
"Task","576","1. Review / Define sensitive data classification definitions",,"New","Unified Data Governance",,"0","<div>Please review this <a href=""https://docs.microsoft.com/en-us/azure/purview/supported-classifications?wt.mc_id=caf-ado_datagov_content_1"">guidance</a> </div>"
"Task","574","1. Define collections",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/manage-data-sources#manage-collections?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","573","2. Scan Oracle Data source",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-oracle-source?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","571","Scan Teradata hosted data sources",,"New","Unified Data Governance",,"0","<div><span style="""">Please follow this </span><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-teradata-source?wt.mc_id=caf-ado_datagov_content_1"" style="""">guidance</a><span style="""">.</span><br> </div>"
"Task","570","3. Scan sources with custom API (Apache Atlas)",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://github.com/wjohnson/pyapacheatlas?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","569","2. Scan on premises data sources",,"New","Unified Data Governance",,"0","2. Scan on premises data sources"
"Task","568","4. Scan Power BI",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-power-bi-tenant?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","567","3. Scan - Azure Data Lake Storage Gen 2 (ADLSGen2)",,"New","Unified Data Governance",,"0","<div><font color=""#24292e"" face=""-apple-system, BlinkMacSystemFont, Segoe UI, Helvetica, Arial, sans-serif, Apple Color Emoji, Segoe UI Emoji""><span style=""font-size:16px;""><b>Setup:</b><br></span></font><ul style=""box-sizing:border-box;padding-left:2em;margin-top:0px;margin-bottom:16px;color:rgb(36, 41, 46);font-family:-apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Helvetica, Arial, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;;font-size:16px;""><li style=""box-sizing:border-box;"">RBAC: Verify and assign Azure RBAC 'Reader' role to Azure Purview MSI on selected scope. </li><li style=""box-sizing:border-box;margin-top:0.25em;"">RBAC: Verify and assign Azure RBAC 'Storage Blob Data Reader role' to Azure Purview MSI in each of the subscriptions below selected scope. </li><li style=""box-sizing:border-box;margin-top:0.25em;"">Networking: Verify and report if Private Endpoint is created for storage and enabled for Blob Storage. </li><li style=""box-sizing:border-box;margin-top:0.25em;"">Service Endpoint: If Private Endpoint is disabled check if Service Endpoint is ON, AND enable 'Allow trusted Microsoft services to access this storage account'. </li> </ul><div><font color=""#24292e"" face=""-apple-system, BlinkMacSystemFont, Segoe UI, Helvetica, Arial, sans-serif, Apple Color Emoji, Segoe UI Emoji""><span style=""font-size:16px;"">Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-adls-gen2?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>.</span></font> </div> </div>"
"Task","566","1. Scan Azure hosted Data Sources",,"New","Unified Data Governance",,"0","<div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/manage-data-sources"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">Manage data sources in Azure Purview (Preview) - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-synapse-analytics"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">How to scan Dedicated SQL pools - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-synapse-workspace"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">How to scan Azure Synapse Workspaces - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-multiple-sources"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">Scan multiple sources in Azure Purview - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-blob-storage-source"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">How to scan Azure storage blob - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-cosmos-database"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">How to scan Azure Cosmos Database (SQL API) - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-data-explorer"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">How to scan Azure Data Explorer - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-adls-gen1"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">Register and scan Azure Data Lake Storage (ADLS) Gen1 - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-adls-gen2"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">Register and scan Azure Data Lake Storage (ADLS) Gen2 - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-sql-database"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">Register and scan Azure SQL Database - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-sql-database-managed-instance"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">Register and scan Azure SQL Database Managed Instance - Azure Purview | Microsoft Docs</a><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><div style=""box-sizing:border-box;""><br style=""box-sizing:border-box;""> </div><br> </div>"
"Task","565","2. Scan - Azure Data Lake Storage Gen 1 (ADLSGen1)",,"New","Unified Data Governance",,"0","<div><ul style=""box-sizing:border-box;padding-left:2em;margin-top:0px;margin-bottom:16px;color:rgb(36, 41, 46);font-family:-apple-system, BlinkMacSystemFont, &quot;Segoe UI&quot;, Helvetica, Arial, sans-serif, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;;font-size:16px;""><li style=""box-sizing:border-box;"">Networking: Verify if Service Endpoint is ON, AND check if 'Allow all Azure services to access this Data Lake Storage Gen1 account' is enabled. </li><li style=""box-sizing:border-box;margin-top:0.25em;"">Permissions: Verify if Azure Purview MSI has access to Read/Execute. </li> </ul>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-adls-gen1?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Task","564","1. Scan - Azure Multiple Sources",,"New","Unified Data Governance",,"0","<div>Please follow this <a href=""https://docs.microsoft.com/en-us/azure/purview/register-scan-azure-multiple-sources?wt.mc_id=caf-ado_datagov_content_1"">guidance</a>. </div>"
"Feature","562","6. Post Implementation",,"New","Unified Data Governance",,"0","Post Implementation"
"Feature","561","5. Phase 4: Production",,"New","Unified Data Governance",,"0","<div><p style=""margin:1rem 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">The above phases should be followed to create an effective information governance, which is the foundation for better governance programs.&nbsp; </p><p style=""margin:1rem 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;""><b>The outcome of this phase is unified data governance in practice</b> </p><p style=""margin:1rem 0px 0px;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;"">Data governance will help your organization prepare for the growing trends such as AI, Hadoop, IoT, and blockchain. It is just the start for many things data and analytics, and there is plenty more that can be discussed. The outcome of this solution would deliver: </p><ul style=""margin:16px 0px 16px 38px;list-style:none;color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;""><li style=""margin:0px;list-style:outside none disc;""><strong style=""font-weight:600;"">Business Focused</strong><span>&nbsp;</span>- A solution that is aligned to business requirements and scenarios over technical requirements. </li><li style=""margin:0px;list-style:outside none disc;""><strong style=""font-weight:600;"">Future Ready</strong><span>&nbsp;</span>- A solution will maximize default features of the platform and use standardized industry practices for configuration or scripting activities to support the advancements/evolution of the platform. </li> </ul><br> </div>"
"Feature","560","4. Phase 3: Pre-production",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">Once the MVP phase has passed, it’s time to plan for pre-production milestone. Your organization may decide to have a separate instance of Purview for pre-production and production, or keep the same instance but restrict access. Also in this phase, you may want to include scanning on on-premise data sources such as SQL Server. If there is any gap in data sources not supported by Purview, it is time to explore the Atlas API to understand additional options.</span><br> </div>"
"Feature","559","3. Phase 2: Minimum viable product",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">Once you have the agreed requirements and participated business units to onboard Purview, the next step is to work on a Minimum Viable Product (MVP) release. In this phase, you will expand the usage of Purview to more users who will have additional needs horizontally and vertically. There will be key scenarios that must be met horizontally for all users such as glossary terms, search, and browse. There will also be in-depth requirements vertically for each business unit or group to cover specific end-to-end scenarios such as lineage from Azure Data Lake Storage to Azure Synapse DW to Power BI.</span><br> </div>"
"Feature","558","2. Phase 1: Pilot",,"New","Unified Data Governance",,"0","<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><span style=""font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:14px;text-align:left;display:inline !important;"">Discussion with all stakeholders to gather a full set of requirements. Different personas must participate to agree on a subset of requirements to complete for each phase of the project.</span><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;""><br></span> </div><div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Helvetica Neue&quot;, Helvetica, Arial, sans-serif;font-size:16px;display:inline !important;"">In this phase, Purview must be created and configured for a very small set of users. Usually, it is just a group of 2-3 people working together to run through end-to-end scenarios. They are considered the advocates of Purview in their organization. The main goal of this phase is to ensure key functionalities can be met and the right stakeholders are aware of the project.</span><br> </div>"
"Feature","557","1. Implementation of Architecture Strategy and Execution",,"New","Unified Data Governance",,"0","Implementation of Architecture Strategy and Execution"
"Feature","556","1. Planning for Unified Data Governance on Azure",,"New","Unified Data Governance",,"0","Planning for Unified Data Governance on Azure"
"Epic","555","2. Unified Data Governance on Azure Implementation ",,"New","Unified Data Governance",,"0","Unified Data Governance on Azure Implementation "
"Epic","554","1. Unified Data Governance on Azure Planning ",,"New","Unified Data Governance",,"0","Unified Data Governance on Azure Planning "
