ID,Work Item Type,Title,Assigned To,State,Area Path,Tags,Description
"19","Task","Connect - Azure Activity ",,"New","Azure Sentinel DevOps",,"<p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;"">This is a preloaded task,
feel free to create or modify this task to reflect data ingest needs.</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;""><br></span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;""><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:12.0pt;background:white;"">&nbsp;</span><span style=""font-size:12pt;"">In Azure Sentinel, select </span><b style=""font-size:12pt;"">Data
connectors </b><span style=""font-size:12pt;"">and then click the </span><b style=""font-size:12pt;"">Azure Activity </b><span style=""font-size:12pt;"">tile.</span> </p><ol style=""margin-bottom:0in;margin-top:0in;"" start=1 type=1>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:12.0pt;"">In the Azure Activity log pane, Click <b>Select
     Configure Azure Activity logs</b> then select the subscriptions you want
     to stream into Sentinel.</span> </li>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:12.0pt;"">Click <b>Connect</b>.</span> </li> </ol><br></span> </p><br><br>"
"18","Task","Connect - Azure ATP",,"New","Azure Sentinel DevOps","Data Source","<div><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:10.5pt;font-family:&quot;Segoe UI&quot;,sans-serif;color:black;background:white;"">This is a preloaded task,
feel free to create or modify this task to reflect data ingest needs.</span> </p><p style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span style=""font-size:12.0pt;"">In Azure Sentinel, select <b>Data
connectors </b>and then click the <b>Azure ATP </b>tile.</span> </p><ol style=""margin-bottom:0in;margin-top:0in;"" start=1 type=1>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">Click <b>Connect
     </b>to stream the Alerts from Azure ATP into Sentinel.</span><span style=""font-size:12.0pt;""></span> </li>
 <li style=""margin:0in 0in 8pt;font-size:11pt;font-family:Calibri, sans-serif;""><span lang=EN-GB style=""font-size:12.0pt;"">You will
     have to login with an account that has Global Admin or Security Admin
     permissions on the tenant.</span><span style=""font-size:12.0pt;line-height:107%;""></span> </li> </ol><br> </div>"
"16","Task","Review existing critical data sources",,"New","Azure Sentinel DevOps",,"<div><span style=""color:rgb(23, 23, 23);font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Segoe WP&quot;, &quot;Helvetica Neue&quot;, Helvetica, Tahoma, Arial, sans-serif;font-size:16px;display:inline !important;""><span style=""display:inline !important;""></span></span> </div><span style=""font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Segoe WP&quot;, &quot;Helvetica Neue&quot;, Helvetica, Tahoma, Arial, sans-serif;display:inline !important;"">To on-board Azure Sentinel, you first need to connect to your data sources. It is imperative to review your existing critical sources to better understand the data collection requirements.&nbsp;</span><div><span style=""font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Segoe WP&quot;, &quot;Helvetica Neue&quot;, Helvetica, Tahoma, Arial, sans-serif;display:inline !important;""><br></span> </div><div><span style=""font-family:&quot;Segoe UI&quot;, SegoeUI, &quot;Segoe WP&quot;, &quot;Helvetica Neue&quot;, Helvetica, Tahoma, Arial, sans-serif;display:inline !important;"">Azure Sentinel comes with a number of connectors for Microsoft solutions, available out of the box and providing real-time integration, including Microsoft Threat Protection solutions, and Microsoft 365 sources, including Office 365, Azure AD, Azure ATP, and Microsoft Cloud App Security, and more. In addition, there are built-in connectors to the broader security ecosystem for non-Microsoft solutions. You can also use common event format, Syslog or REST-API to connect your data sources with Azure Sentinel as well.</span><div><br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/connect-data-sources"">https://docs.microsoft.com/azure/sentinel/connect-data-sources</a><br> </div> </div>"
"15","Task","Connect - Symantec ICDX",,"New","Azure Sentinel DevOps",,"<div><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;display:inline !important;"">This is a preloaded task, feel free to create or modify this task to reflect data ingest needs.</span><br> </div><div><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;display:inline !important;""><br></span> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/connect-symantec"">https://docs.microsoft.com/azure/sentinel/connect-symantec</a><br> </div>"
"14","Task","Connect - Forcepoint DLP",,"New","Azure Sentinel DevOps",,"<div><div style=""box-sizing:border-box;""><span style=""box-sizing:border-box;font-family:&quot;Segoe UI&quot;, sans-serif;display:inline !important;"">This is a preloaded task, feel free to create or modify this task to reflect data ingest needs.</span><br style=""box-sizing:border-box;""> </div><br><br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/connect-forcepoint-dlp"">https://docs.microsoft.com/azure/sentinel/connect-forcepoint-dlp</a><br> </div>"
"12","Task","Connect - F5 BIG IP",,"New","Azure Sentinel DevOps",,"<div><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;display:inline !important;"">This is a preloaded task, feel free to create or modify this task to reflect data ingest needs.</span><br> </div><div><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;display:inline !important;""><br></span> </div><div><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;display:inline !important;""><p style=""margin-top:0pt;margin-bottom:0pt;margin-left:0in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">In
Azure Sentinel, select </span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">Data
connectors </span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">and </span> </p><p style=""margin-top:0pt;margin-bottom:0pt;margin-left:0in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">then
click the </span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">F5 </span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">tile.</span> </p><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.49in;text-indent:-.49in;text-align:left;unicode-bidi:embed;""><br> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.37in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">1.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">The
F5 connector can be deployed either Automatic or Manually. </span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.37in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><br> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.37in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">2.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">Configure
F5 to forward logs to a Syslog Agent.</span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.37in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><br> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.37in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">3.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">Go
to F5&nbsp;Configuring Application Security Event Logging guide and follow the
instructions to set up remote logging, using the following guidelines:</span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.87in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">1.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">Set
the&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">Remote
storage type</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">&nbsp;to&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">CEF</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">.</span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.87in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">2.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">Set
the&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">Protocol&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">to&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">UDP</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">.</span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.87in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">3.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">Set
the&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">IP
address</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">&nbsp;to the Syslog server IP
address.</span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.87in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">4.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">Set
the&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">port
number</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">&nbsp;to&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">514</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">,
or the port you set your agent to use.</span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.87in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">5.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">Set
the&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">facility</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">&nbsp;to
the one that you set in the Syslog agent (by default, the agent sets this
to&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">local4</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">).</span> </div><div style=""margin-top:0pt;margin-bottom:0pt;margin-left:.87in;text-indent:-.37in;text-align:left;unicode-bidi:embed;""><span style=""font-size:16.7pt;""><span style="""">6.</span></span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">You
can set the&nbsp;</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;font-weight:bold;"">Maximum
Query String Size</span><span style=""font-size:16.7pt;font-family:&quot;Segoe UI&quot;;color:#505050;"">&nbsp;to the size you set in your
agent.</span> </div><br></span> </div><div><span style=""font-family:&quot;Segoe UI&quot;, sans-serif;display:inline !important;""><br></span> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/connect-f5-big-ip"">https://docs.microsoft.com/azure/sentinel/connect-f5-big-ip</a><br> </div>"
"11","Feature","11. Advanced Topics ",,"New","Azure Sentinel DevOps",,"11. Advanced Topics "
"10","Feature","10. Proactive Threat Hunting",,"New","Azure Sentinel DevOps",,"<div>Azure Sentinel powerful hunting search and query tools to hunt for security threats across your organization’s data sources. <br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/hunting"">https://docs.microsoft.com/azure/sentinel/hunting</a><br> </div><br>"
"9","Feature","9. Respond to threats",,"New","Azure Sentinel DevOps",,"<div><div style=""box-sizing:border-box;font-family:Calibri, sans-serif;font-size:14.6667px;text-align:left;""><span>Use security playbooks in Azure Sentinel to set automated threat responses to security-related issues detected by Azure Sentinel.<br></span><div><br> </div><div>Understand playbooks<br> </div><div>Create a playbook<br> </div><div>Run a playbook<br> </div><span>Automate threat responses</span> </div><div style=""box-sizing:border-box;font-family:Calibri, sans-serif;font-size:14.6667px;text-align:left;""><span><br></span> </div><a href=""https://docs.microsoft.com/azure/sentinel/tutorial-respond-threats-playbook"">https://docs.microsoft.com/azure/sentinel/tutorial-respond-threats-playbook</a><br> </div>"
"8","Feature","8. Enabling Analytics",,"New","Azure Sentinel DevOps",,"<div>After you connected your data sources to Azure Sentinel, you want to be notified when something suspicious happens. To enable you to do this, Azure Sentinel provides you with out-of-the-box built-in templates. These templates were designed by Microsoft's team of security experts and analysts based on known threats, common attack vectors, and suspicious activity escalation chains. After enabling these templates, they will automatically search for any activity that looks suspicious across your environment. Many of the templates can be customized to search for, or filter out, activities, according to your needs. The alerts generated by these templates will create incidents that you can assign and investigate in your environment.<br> </div><div><br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/tutorial-detect-threats-built-in"">https://docs.microsoft.com/azure/sentinel/tutorial-detect-threats-built-in</a><br> </div>"
"7","Feature","7. Visualize your security data with Workbooks",,"New","Azure Sentinel DevOps",,"<div>To visualize and get analysis of what's happening on your environment, first, take a look at the overview dashboard to get an idea of the security posture of your organization. You can click on each element of these tiles to drill down to the raw data from which they are created. To help you reduce noise and minimize the number of alerts you have to review and investigate, Azure Sentinel uses a fusion technique to correlate alerts into incidents. incidents are groups of related alerts that together create an actionable incident that you can investigate and resolve.<br> </div><div><a href=""https://docs.microsoft.com/azure/sentinel/quickstart-get-visibility"">https://docs.microsoft.com/azure/sentinel/quickstart-get-visibility</a><br> </div>"
"6","Feature","6. Data Collection ",,"New","Azure Sentinel DevOps",,"<b><span style=""font-size:9.0pt;font-family:&quot;Segoe UI&quot;,sans-serif;text-transform:uppercase;"">DATA Collection is FUNDAMENTAL</span></b><div><span style=""font-size:9.0pt;font-family:&quot;Segoe UI&quot;,sans-serif;""><span style=""text-transform:uppercase;""><b><br></b></span>Azure Sentinel improves the ability to collect and use data from a variety of sources to unblock
customer deployments and unlock full SIEM value. Azure Sentinel supports a
set of standard patterns for ingesting data at scale. Customers have the ability to easily onboard data sources via an extensive gallery of connectors.</span><br> </div>"
"5","Feature","5. Setup Azure Sentinel",,"New","Azure Sentinel DevOps",,"5. Setup Azure Sentinel"
"4","Feature","4. Azure Sentinel Architecture",,"New","Azure Sentinel DevOps",,
"3","Feature","3. On-board Azure Sentinel - Prerequisites",,"New","Azure Sentinel DevOps",,"<div><span style="""">Pre-requisites to on-board Azure Sentinel</span><br> </div><div><span style=""""><a href=""https://docs.microsoft.com/azure/sentinel/quickstart-onboard"" style=""box-sizing:border-box;text-decoration:underline;cursor:pointer;"">https://docs.microsoft.com/azure/sentinel/quickstart-onboard</a><br></span> </div>"
"2","Feature","2. Get Started with Azure Sentinel | Tutorials",,"New","Azure Sentinel DevOps",,"2. Get Started with Azure Sentinel | Tutorials"
"1","Feature","1. Define Use Cases",,"New","Azure Sentinel DevOps",,"<div><p style=""margin:0px 0px 30px;box-sizing:border-box;font-variant:normal;font-weight:400;font-size:16px;font-family:ubuntu, Verdana, Arial, sans-serif;letter-spacing:0.2px;""><span style=""margin:0px;box-sizing:border-box;"">A well-structured approach to use case definition and application expertise are needed to ensure an efficient deployment of Azure Sentinel.</span> </p><p style=""margin:0px 0px 30px;box-sizing:border-box;font-variant:normal;font-weight:400;font-size:16px;font-family:ubuntu, Verdana, Arial, sans-serif;letter-spacing:0.2px;""><span style=""margin:0px;box-sizing:border-box;"">Gartner -&nbsp;<a href=""https://www.gartner.com/en/documents/3950486/how-to-build-security-use-cases-for-your-siem"">https://www.gartner.com/en/documents/3950486/how-to-build-security-use-cases-for-your-siem</a></span> </p><br> </div>"
